,Biological Group,Class,Common Name,Relation to Imagenet,Notes,Annotator
354,Aves,Anas platyrhynchos,Mallard,relative in imagenet,"relative: red-breasted merganser, drake",NE
355,Aves,Anas platyrhynchos diazi,Mexican duck,relative in imagenet,"relative: red-breasted merganser, drake",NE
356,Aves,Anas platyrhynchos domesticus,Domestic duck,relative in imagenet,"relative: red-breasted merganser, drake",NE
357,Aves,Anas querquedula,Garganey,relative in imagenet,"relative: red-breasted merganser, drake",NE
358,Aves,Anas rubripes,American black duck,relative in imagenet,"relative: red-breasted merganser, drake",NE
359,Aves,Anas strepera,"Gadwall, common gadwall",relative in imagenet,"relative: red-breasted merganser, drake",NE
360,Aves,Anas superciliosa,"Pacific black duck, grey duck",relative in imagenet,"relative: red-breasted merganser, drake",NE
361,Aves,Anas superciliosa  platyrhynchos,Pacific black duck x mallard hybrid,relative in imagenet,"relative: red-breasted merganser, drake",NE
362,Aves,Anastomus lamelligerus,African openbill,relative in imagenet,"relative: red-breasted merganser, drake",NE
363,Aves,Anhinga anhinga,"Anhinga, snakebird, darter, American darter, water turkey",not in imagenet,,NE
364,Aves,Anhinga novaehollandiae,"Australasian darter, Australian darter",not in imagenet,,NE
365,Aves,Anhinga rufa,"African darter, snakebird",not in imagenet,,NE
366,Aves,Anous stolidus,"Brown noddy, common noddy",not in imagenet,,NE
367,Aves,Anser albifrons,"Greater white-fronted goose, white-fronted goose, specklebelly",parent in imagenet,parent: goose,NE
368,Aves,Anser anser,Greylag goose,parent in imagenet,parent: goose,NE
369,Aves,Anser anser domesticus,Domestic greylag goose,parent in imagenet,parent: goose,NE
370,Aves,Anser cygnoides domesticus,Domestic swan goose,parent in imagenet,parent: goose,NE
371,Aves,Anthornis melanura,"New Zealand bellbird, korimako, makomako",not in imagenet,,NE
372,Aves,Anthus novaeseelandiae novaeseelandiae,New Zealand pipit,not in imagenet,,NE
373,Aves,Anthus pratensis,Meadow pipit,not in imagenet,,NE
374,Aves,Anthus rubescens,"American pipit, buff-bellied pipit",not in imagenet,,NE
375,Aves,Antigone canadensis,"Sandhill crane, lesser sandhill crane",parent in imagenet,parent: crane,NE
376,Aves,Aphelocoma californica,California scrub-jay,parent in imagenet,parent: jay,NE
377,Aves,Aphelocoma coerulescens,Florida scrub-jay,parent in imagenet,parent: jay,NE
378,Aves,Aphelocoma wollweberi,"Mexican jay, gray-breasted jay",parent in imagenet,parent: jay,NE
379,Aves,Aphelocoma woodhouseii,Woodhouse's scrub-jay,parent in imagenet,parent: jay,NE
380,Aves,Apus apus,Common swift,not in imagenet,,NE
381,Aves,Aquila chrysaetos,Golden eagle,relative in imagenet,relative: bald eagle,NE
382,Aves,Ara macao,Scarlet macaw,parent in imagenet,parent: macaw,NE
383,Aves,Ara militaris,Military macaw,parent in imagenet,parent: macaw,NE
384,Aves,Aramides cajaneus,"Grey-necked wood rail, grey-cowled wood rail",relative in imagenet,relative: American coot,NE
385,Aves,Aramus guarauna,"Limpkin, carrao, courlan, crying bird",in imagenet,,NE
386,Aves,Aratinga nenday,"Nanday parakeet, black-hooded parakeey, nanday conure",relative in imagenet,"relative: African grey, macaw",NE
387,Aves,Archilochus alexandri,Black-chinned hummingbird,parent in imagenet,parent: hummingbird,NE
388,Aves,Archilochus colubris,Ruby-throated hummingbird,parent in imagenet,parent: hummingbird,NE
389,Aves,Ardea alba,"Great egret, common egret, large egret, great white egret, great white heron",relative in imagenet,"relative: American egret, bittern, little blue heron",NE
390,Aves,Ardea alba modesta,Eastern great egret,relative in imagenet,"relative: American egret, bittern, little blue heron",NE
391,Aves,Ardea cinerea,Grey heron,relative in imagenet,"relative: American egret, bittern, little blue heron",NE
392,Aves,Ardea cocoi,Cocoi heron,relative in imagenet,"relative: American egret, bittern, little blue heron",NE
393,Aves,Ardea herodias,Great blue heron,relative in imagenet,"relative: American egret, bittern, little blue heron",NE
394,Aves,Ardea herodias occidentalis,Great white heron,relative in imagenet,"relative: American egret, bittern, little blue heron",NE
395,Aves,Ardea purpurea,Purple heron,relative in imagenet,"relative: American egret, bittern, little blue heron",NE
396,Aves,Ardenna creatopus,Pink-footed shearwater,not in imagenet,,NE
397,Aves,Ardenna gravis,Great shearwater,not in imagenet,,NE
398,Aves,Ardeola ralloides,Squacco heron,relative in imagenet,"relative: American egret, bittern, little blue heron",NE
399,Aves,Ardeotis kori,Kori bustard,parent in imagenet,parent: bustard,NE
400,Aves,Arenaria interpres,Ruddy turnstone,in imagenet,,NE
401,Aves,Arenaria melanocephala,Black turnstone,relative in imagenet,"relative: red-backed sandpiper, redshank",NE
402,Aves,Arremonops rufivirgatus,Olive sparrow,not in imagenet,,NE
403,Aves,Artemisiospiza belli,Bell's sparrow,not in imagenet,,NE
404,Aves,Asio flammeus,Short-eared owl,relative in imagenet,relative: great gray owl,NE
405,Aves,Asio otus,Long-eared owl,relative in imagenet,relative: great gray owl,NE
406,Aves,Athene cunicularia,Burrowing owl,relative in imagenet,relative: great gray owl,NE
407,Aves,Athene noctua,Little owl,relative in imagenet,relative: great gray owl,NE
408,Aves,Aulacorhynchus prasinus,"Northern emerald-toucanet, emerald toucanet",parent in imagenet,parent: toucan,NE
409,Aves,Auriparus flaviceps,Verdin,not in imagenet,,NE
410,Aves,Aythya affinis,"Lesser scaup, little bluebill, broadbill",relative in imagenet,"relative: red-breasted merganser, drake",NE
411,Aves,Aythya americana,Redhead,relative in imagenet,"relative: red-breasted merganser, drake",NE
412,Aves,Aythya collaris,Ring-necked duck,relative in imagenet,"relative: red-breasted merganser, drake",NE
413,Aves,Aythya ferina,Common pochard,relative in imagenet,"relative: red-breasted merganser, drake",NE
414,Aves,Aythya fuligula,Tufted duck,relative in imagenet,"relative: red-breasted merganser, drake",NE
415,Aves,Aythya marila,"Greater scaup, bluebill",relative in imagenet,"relative: red-breasted merganser, drake",NE
416,Aves,Aythya novaeseelandiae,"New Zealand scaup, black teal",relative in imagenet,"relative: red-breasted merganser, drake",NE
417,Aves,Aythya valisineria,Canvasback,relative in imagenet,"relative: red-breasted merganser, drake",NE
418,Aves,Baeolophus atricristatus,"Black-crested titmouse, Mexican titmouse",relative in imagenet,relative: chickadee,NE
419,Aves,Baeolophus bicolor,Tufted titmouse,relative in imagenet,relative: chickadee,NE
420,Aves,Baeolophus inornatus,Oak titmouse,relative in imagenet,relative: chickadee,NE
421,Aves,Balearica regulorum,"Grey-crowned crane, golden crested crane, golden crowned crane, East African crane, East African crowned crane, Eastern crowned crane, South African crowned crane, yellow crested crane, yellow crowned crane",parent in imagenet,parent: crane,NE
422,Aves,Bartramia longicauda,"Upland sandpiper, upland plover, Bartram's sandpiper, papabotte",relative in imagenet,"relative: red-backed sandpiper, redshank",NE
423,Aves,Basileuterus rufifrons,Rufous-capped warbler,not in imagenet,,NE
424,Aves,Bombycilla cedrorum,Cedar waxwing,not in imagenet,,NE
425,Aves,Bombycilla garrulus,Bohemian waxwing,not in imagenet,,NE
426,Aves,Bonasa umbellus,Ruffed grouse,in imagenet,,NE
427,Aves,Bostrychia hagedash,"Hadada ibis, hadada",not in imagenet,,NE
428,Aves,Botaurus lentiginosus,American bittern,parent in imagenet,parent: bittern,NE
429,Aves,Branta bernicla,"Brant, brant goose",parent in imagenet,parent: goose,NE
430,Aves,Branta canadensis,Canada goose,parent in imagenet,parent: goose,NE
431,Aves,Branta hutchinsii,Cackling goose,parent in imagenet,parent: goose,NE
432,Aves,Branta leucopsis,Barnacle goose,parent in imagenet,parent: goose,NE
433,Aves,Branta sandvicensis,"Hawaiian goose, nene",parent in imagenet,parent: goose,NE
434,Aves,Bubo scandiacus,Snowy owl,relative in imagenet,relative: great gray owl,NE
435,Aves,Bubo virginianus,"Great horned owl, tiger owl, hoot owl",relative in imagenet,relative: great gray owl,NE
436,Aves,Bubulcus ibis,Cattle egret,relative in imagenet,relative: American egret,NE
437,Aves,Bucephala albeola,Bufflehead,relative in imagenet,"relative: red-breasted merganser, drake",NE
438,Aves,Bucephala clangula,Common goldeneye,relative in imagenet,"relative: red-breasted merganser, drake",NE
439,Aves,Bucephala islandica,Barrow's goldeneye,relative in imagenet,"relative: red-breasted merganser, drake",NE
440,Aves,Bucorvus leadbeateri,Southern ground-hornbill,parent in imagenet,parent: hornbill,NE
441,Aves,Busarellus nigricollis,Black-collared hawk,relative in imagenet,relative: kite,NE
442,Aves,Buteo albonotatus,Zone-tailed hawk,relative in imagenet,relative: kite,NE
443,Aves,Buteo brachyurus,Short-tailed hawk,relative in imagenet,relative: kite,NE
444,Aves,Buteo buteo,Common buzzard,relative in imagenet,relative: kite,NE
445,Aves,Buteo jamaicensis,Red-tailed hawk,relative in imagenet,relative: kite,NE
446,Aves,Buteo lagopus,"Rough-legged hawk, rough-legged buzzard, rough-legged falcon",relative in imagenet,relative: kite,NE
447,Aves,Buteo lineatus,Red-shouldered hawk,relative in imagenet,relative: kite,NE
448,Aves,Buteo lineatus elegans,California red-shouldered hawk,relative in imagenet,relative: kite,NE
449,Aves,Buteo plagiatus,"Gray hawk, Mexican goshawk",relative in imagenet,relative: kite,NE
450,Aves,Buteo platypterus,Broad-winged hawk,relative in imagenet,relative: kite,NE
451,Aves,Buteo regalis,Ferruginous hawk,relative in imagenet,relative: kite,NE
452,Aves,Buteo swainsoni,"Swainson's hawk, grasshopper hawk, locust hawk",relative in imagenet,relative: kite,NE
453,Aves,Buteogallus anthracinus,Common black hawk,relative in imagenet,relative: kite,NE
454,Aves,Butorides striata,"Striated heron, mangrove heron, little heron, green-backed heron",relative in imagenet,"relative: American egret, bittern, little blue heron",NE
455,Aves,Butorides virescens,Green heron,relative in imagenet,"relative: American egret, bittern, little blue heron",NE
456,Aves,Cacatua galerita,Sulfur-crested cockatoo,in imagenet,,NE
457,Aves,Cairina moschata,Muscovy duck,relative in imagenet,"relative: red-breasted merganser, drake",NE
458,Aves,Cairina moschata domestica,Domestic muscovy duck,relative in imagenet,"relative: red-breasted merganser, drake",NE
459,Aves,Calamospiza melanocorys,Lark bunting,not in imagenet,,NE
460,Aves,Calcarius lapponicus,"Lapland longspur, lapland bunting",not in imagenet,,NE
461,Aves,Calidris alba,Sanderling,relative in imagenet,"relative: red-breasted merganser, drake",NE
462,Aves,Calidris alpina,"Red-backed sandpiper, dunlin",in imagenet,,NE
463,Aves,Calidris bairdii,Baird's sandpiper,relative in imagenet,"relative: red-backed sandpiper, redshank",NE
464,Aves,Calidris canutus,"Red knot, knot",relative in imagenet,"relative: red-backed sandpiper, redshank",NE
465,Aves,Calidris ferruginea,Curlew sandpiper,relative in imagenet,"relative: red-backed sandpiper, redshank",NE
466,Aves,Calidris fuscicollis,White-rumped sandpiper,relative in imagenet,"relative: red-backed sandpiper, redshank",NE
467,Aves,Calidris himantopus,Stilt sandpiper,relative in imagenet,"relative: red-backed sandpiper, redshank",NE
468,Aves,Calidris maritima,Purple sandpiper,relative in imagenet,"relative: red-backed sandpiper, redshank",NE
469,Aves,Calidris mauri,Western sandpiper,relative in imagenet,"relative: red-backed sandpiper, redshank",NE
470,Aves,Calidris melanotos,Pectoral sandpiper,relative in imagenet,"relative: red-backed sandpiper, redshank",NE
471,Aves,Calidris minutilla,Least sandpiper,relative in imagenet,"relative: red-backed sandpiper, redshank",NE
472,Aves,Calidris pugnax,Ruff,relative in imagenet,"relative: red-backed sandpiper, redshank",NE
473,Aves,Calidris pusilla,Semipalmated sandpiper,relative in imagenet,"relative: red-backed sandpiper, redshank",NE
474,Aves,Calidris subruficollis,Buff-breasted sandpiper,relative in imagenet,"relative: red-backed sandpiper, redshank",NE
475,Aves,Calidris virgata,Surfbird,relative in imagenet,"relative: red-backed sandpiper, redshank",NE
476,Aves,Callipepla californica,"California quail, California valley quail, valley quail",parent in imagenet,parent: quail,NE
477,Aves,Callipepla gambelii,Gambel's quail,parent in imagenet,parent: quail,NE
478,Aves,Callipepla squamata,"Scaled quail, blue quail, cottontop",parent in imagenet,parent: quail,NE
479,Aves,Calocitta colliei,Black-throated magpie-jay,parent in imagenet,"parent: magpie, jay",NE
480,Aves,Calocitta formosa,White-throated magpie-jay,parent in imagenet,"parent: magpie, jay",NE
481,Aves,Calothorax lucifer,"Lucifer hummingbird, lucifer sheartail",parent in imagenet,parent: hummingbird,NE
482,Aves,Calypte anna,Anna's hummingbird,parent in imagenet,parent: hummingbird,NE
483,Aves,Calypte costae,Costa's hummingbird,parent in imagenet,parent: hummingbird,NE
484,Aves,Campephilus guatemalensis,Pale-billed woodpecker,not in imagenet,,NE
485,Aves,Camptostoma imberbe,Northern beardless-tyrannulet,not in imagenet,,NE
486,Aves,Campylopterus hemileucurus,Violet sabrewing,parent in imagenet,parent: hummingbird,NE
487,Aves,Campylorhynchus brunneicapillus,Cactus wren,not in imagenet,,NE
488,Aves,Campylorhynchus rufinucha,Rufous-naped wren,not in imagenet,,NE
489,Aves,Caracara cheriway,"Crested caracara, northern caracara, northern crested caracara, Audubon's caracara",not in imagenet,,NE
490,Aves,Caracara plancus,"Southern caracara, southern crested caracara, carancho",not in imagenet,,NE
491,Aves,Cardellina canadensis,Canada warbler,not in imagenet,,NE
492,Aves,Cardellina pusilla,Wilson's warbler,not in imagenet,,NE
493,Aves,Cardellina rubra,Red warbler,not in imagenet,,NE
494,Aves,Cardinalis cardinalis,"Northern cardinal, redbird, common cardinal, cardinal",not in imagenet,,NE
495,Aves,Cardinalis sinuatus,"Pyrrhuloxia, desert cardinal",not in imagenet,,NE
496,Aves,Carduelis cannabina,Eurasian linnet,relative in imagenet,"relative: brambling, goldfinch, house finch, junco",NE
497,Aves,Carduelis carduelis,"European goldfinch, goldfinch",in imagenet,,NE
498,Aves,Cassiculus melanicterus,"Yellow-winged cacique, Mexican cacique",not in imagenet,,NE
499,Aves,Cathartes aura,"Turkey vulture, turkey buzzard, buzzard, John crow, carrion crow",parent in imagenet,parent: vulture,NE
500,Aves,Cathartes burrovianus,"Lesser yellow-headed vulture, savannah vulture",parent in imagenet,parent: vulture,NE
501,Aves,Catharus fuscescens,"Veery, Wilson's thrush, tawny thrush",relative in imagenet,"relative: bulbul, robin",NE
502,Aves,Catharus guttatus,Hermit thrush,relative in imagenet,"relative: bulbul, robin",NE
503,Aves,Catharus minimus,Gray-cheeked thrush,relative in imagenet,"relative: bulbul, robin",NE
504,Aves,Catharus ustulatus,"Swainson's thrush, olive-backed thrush",relative in imagenet,"relative: bulbul, robin",NE
505,Aves,Catherpes mexicanus,Canyon wren,not in imagenet,,NE
506,Aves,Cepphus columba,Pigeon guillemot,not in imagenet,,NE
507,Aves,Cepphus grylle,Black guillemot,not in imagenet,,NE
508,Aves,Cerorhinca monocerata,"Rhinoceros auklet, rhinoceros puffin",not in imagenet,,NE
509,Aves,Certhia americana,"Brown creeper, American treecreeper",not in imagenet,,NE
510,Aves,Ceryle rudis,Pied kingfisher,not in imagenet,,NE
511,Aves,Chaetura pelagica,Chimney swift,not in imagenet,,NE
512,Aves,Chaetura vauxi,Vaux's swift,not in imagenet,,NE
513,Aves,Chamaea fasciata,Wrentit,not in imagenet,,NE
514,Aves,Charadrius dubius,Little ringed plover,relative in imagenet,relative: ruddy turnstone,NE
515,Aves,Charadrius hiaticula,"Common ringed plover, ringed plover",relative in imagenet,relative: ruddy turnstone,NE
516,Aves,Charadrius melodus,Piping plover,relative in imagenet,relative: ruddy turnstone,NE
517,Aves,Charadrius montanus,Mountain plover,relative in imagenet,relative: ruddy turnstone,NE
518,Aves,Charadrius nivosus,Snowy plover,relative in imagenet,relative: ruddy turnstone,NE
519,Aves,Charadrius semipalmatus,Semipalmated plover,relative in imagenet,relative: ruddy turnstone,NE
520,Aves,Charadrius vociferus,Kildeer,relative in imagenet,relative: ruddy turnstone,NE
521,Aves,Charadrius wilsonia,Wilson's plover,relative in imagenet,relative: ruddy turnstone,NE
522,Aves,Chen caerulescens,Snow goose,parent in imagenet,parent: goose,NE
523,Aves,Chen rossii,Ross's goose,parent in imagenet,parent: goose,NE
524,Aves,Chenonetta jubata,"Australian wood duck, maned duck, maned goose",relative in imagenet,"relative: red-breasted merganser, drake",NE
525,Aves,Chlidonias niger,Black tern,not in imagenet,,NE
526,Aves,Chloris chloris,"European greenfinch, greenfinch",relative in imagenet,"relative: brambling, goldfinch, house finch, junco",NE
527,Aves,Chloroceryle aenea,American pygmy kingfisher,not in imagenet,,NE
528,Aves,Chloroceryle amazona,Amazon kingfisher,not in imagenet,,NE
529,Aves,Chloroceryle americana,Green kingfisher,not in imagenet,,NE
530,Aves,Chlorophanes spiza,Green honeycreeper,not in imagenet,,NE
531,Aves,Chondestes grammacus,Lark sparrow,not in imagenet,,NE
532,Aves,Chordeiles acutipennis,Lesser nighthawk,not in imagenet,,NE
533,Aves,Chordeiles minor,Common nighthawk,not in imagenet,,NE
534,Aves,Chroicocephalus novaehollandiae,Silver gull,not in imagenet,,NE
535,Aves,Chroicocephalus philadelphia,Bonaparte's gull,not in imagenet,,NE
536,Aves,Chroicocephalus ridibundus,Black-headed gull,not in imagenet,,NE
537,Aves,Chroicocephalus scopulinus,"Red-billed gull, macherel gull, tarpunga, akiaki",not in imagenet,,NE
538,Aves,Ciccaba virgata,Mottled owl,relative in imagenet,relative: great gray owl,NE
539,Aves,Ciconia ciconia,White stork,in imagenet,,NE
540,Aves,Cinclus cinclus,"White-throated dipper, European dipper, dipper",relative in imagenet,relative: water ouzel,NE
541,Aves,Cinclus mexicanus,"American dipper, water ouzel",in imagenet,,NE
542,Aves,Cinnyris jugularis,"Olive-backed sunbird, yellow-bellied sunbird",not in imagenet,,NE
543,Aves,Circaetus gallicus,"Short-toed snake-eagle, short-toed eagle",relative in imagenet,relative: bald eagle,NE
